title,console,genre,publisher,developer,critic_score,total_sales(mil),na_sales(mil),jp_sales(mil),pal_sales(mil),other_sales(mil),release_date,release_year,release_month,sales_sum
Fullmetal Alchemist: Dual Sympathy,DS,Role-Playing,Destineer,Bandai,7.5,0.09,0.05,0.04,0.0,0.0,2006-12-12,2006.0,12.0,0.09
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,Role-Playing,Takara Tomy,Takara Tomy,7.5,0.09,0.0,0.09,0.0,0.0,2006-07-13,2006.0,7.0,0.09
Beyblade Burst,3DS,Role-Playing,FuRyu Corporation,FuRyu,7.5,0.09,0.0,0.09,0.0,0.0,2016-11-10,2016.0,11.0,0.09
New Class of Heroes Mono: Toki no Gakuen,PSP,Role-Playing,Acquire,ZeroDiv,7.5,0.09,0.0,0.09,0.0,0.0,2012-07-19,2012.0,7.0,0.09
"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,Role-Playing,D3 Publisher,D3 Publisher,7.5,0.09,0.0,0.09,0.0,0.0,2007-07-12,2007.0,7.0,0.09
Justice League Heroes,DS,Role-Playing,Warner Bros. Interactive,Sensory Sweep,7.5,0.09,0.08,0.0,0.0,0.01,2006-10-17,2006.0,10.0,0.09
Soul Nomad & the World Eaters (JP sales),PS2,Role-Playing,NIS America,Nippon Ichi Software,7.5,0.09,0.0,0.09,0.0,0.0,2007-09-25,2007.0,9.0,0.09
Dragon Quest Heroes I & II for Nintendo Switch,NS,Role-Playing,Square Enix,Omega Force,7.5,0.09,0.0,0.09,0.0,0.0,2017-03-03,2017.0,3.0,0.09
Summon Night 6: Lost Borders,PS4,Role-Playing,Gaijinworks,Media.Vision,7.5,0.09,0.03,0.05,0.0,0.01,2017-10-31,2017.0,10.0,0.09
Dark Angel: Vampire Apocalypse,PS2,Role-Playing,Metro 3D,Metro3D,4.6,0.09,0.04,0.0,0.03,0.01,2001-07-08,2001.0,7.0,0.08
Dark Rose Valkyrie,PS4,Role-Playing,Idea Factory International,Compile Heart,7.5,0.09,0.04,0.04,0.0,0.01,2017-06-06,2017.0,6.0,0.09
Atelier Totori: The Adventurer of Arland,PSV,Role-Playing,Gust,Gust,7.5,0.09,0.0,0.09,0.0,0.0,2012-11-29,2012.0,11.0,0.09
Knights in the Nightmare,PSP,Role-Playing,Atlus,Sting,8.0,0.09,0.06,0.02,0.0,0.01,2010-11-09,2010.0,11.0,0.09
Kurikin: Nano Island Story,DS,Role-Playing,Nintendo,Media Kite,7.5,0.09,0.0,0.09,0.0,0.0,2007-05-24,2007.0,5.0,0.09
Ys I & II Chronicles,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,6.4,0.09,0.05,0.03,0.0,0.01,2011-02-22,2011.0,2.0,0.09
Exist Archive: The Other Side of the Sky,PSV,Role-Playing,Aksys Games,tri-Ace,7.5,0.09,0.02,0.06,0.0,0.01,2016-10-18,2016.0,10.0,0.09
Spectral Force 3,X360,Role-Playing,Atlus,XPEC Entertainment,5.9,0.09,0.08,0.0,0.0,0.01,2008-07-29,2008.0,7.0,0.09
Digimon World Re:Digitize Decode,3DS,Role-Playing,Namco Bandai Games,Tri-Crescendo,7.5,0.09,0.0,0.09,0.0,0.0,2013-06-27,2013.0,6.0,0.09
Digimon World 4,GC,Role-Playing,Bandai,Bandai,5.2,0.09,0.07,0.0,0.02,0.0,2005-06-01,2005.0,6.0,0.09000000000000001
Grand Kingdom,PSV,Role-Playing,NIS America,Monochrome Corporation,7.5,0.09,0.02,0.05,0.01,0.01,2016-06-28,2016.0,6.0,0.09
Nights of Azure,PS4,Role-Playing,Tecmo Koei,Gust,7.5,0.09,0.0,0.09,0.0,0.0,2016-03-29,2016.0,3.0,0.09
Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Strategy,Tecmo Koei,Koei Tecmo Games,7.7,0.09,0.03,0.06,0.0,0.01,2016-10-25,2016.0,10.0,0.09999999999999999
Neo Atlas,PS,Strategy,ArtDink,Flip Flop Production,7.7,0.09,0.0,0.09,0.0,0.01,1998-02-26,1998.0,2.0,0.09999999999999999
Terranigma,SNES,Role-Playing,Nintendo,Quintet,7.5,0.09,0.0,0.09,0.0,0.0,1996-12-19,1996.0,12.0,0.09
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,0.09,0.04,0.01,0.04,0.01,2010-10-19,2010.0,10.0,0.09999999999999999
Forever Kingdom,PS2,Role-Playing,Agetec,From Software,7.5,0.09,0.02,0.04,0.02,0.01,2002-01-21,2002.0,1.0,0.09
Shining Tears,PS2,Role-Playing,Sega,Amusement Vision,7.5,0.09,0.05,0.0,0.04,0.01,2005-03-22,2005.0,3.0,0.09999999999999999
Inazuma Eleven 3: Lighting Bolt / Bomb Blast,3DS,Role-Playing,Nintendo,Level 5,7.5,0.09,0.0,0.0,0.09,0.01,2013-09-27,2013.0,9.0,0.09999999999999999
SD Gundam G Generation DS,DS,Role-Playing,Bandai,Vanguard,7.5,0.09,0.0,0.09,0.0,0.0,2005-05-26,2005.0,5.0,0.09
Brain Voyage,DS,Puzzle,Eidos Interactive,Razorback Developments,7.3,0.09,0.06,0.0,0.02,0.01,2008-05-05,2008.0,5.0,0.09
Super Robot Taisen MX Portable,PSP,Strategy,Banpresto,Banpresto,7.7,0.09,0.0,0.09,0.0,0.0,2005-12-29,2005.0,12.0,0.09
Zoids Assault,X360,Strategy,Atlus,Atlus Co.,5.2,0.09,0.08,0.0,0.0,0.01,2008-09-09,2008.0,9.0,0.09
Star Wars: Empire at War - Gold Pack,PC,Strategy,LucasArts,Petroglyph Games,7.7,0.09,0.01,0.0,0.07,0.01,2007-08-15,2007.0,8.0,0.09
Henry Hatsworth in the Puzzling Adventure,DS,Puzzle,Electronic Arts,EA Tiburon,9.1,0.09,0.08,0.0,0.0,0.01,2009-03-17,2009.0,3.0,0.09
Sloane to MacHale no Nazo no Monogatari 2,DS,Puzzle,Level 5,Level 5,7.3,0.09,0.0,0.09,0.0,0.0,2009-09-03,2009.0,9.0,0.09
Chess,PS,Strategy,Agetec,Success,7.7,0.09,0.05,0.0,0.04,0.01,2001-12-04,2001.0,12.0,0.09999999999999999
X-COM: UFO Defense,PS,Strategy,Microprose,MicroProse,7.7,0.09,0.05,0.0,0.04,0.01,1995-10-25,1995.0,10.0,0.09999999999999999
Wordmaster,DS,Strategy,"Destination Software, Inc",Unknown,7.7,0.09,0.09,0.0,0.0,0.01,2008-08-12,2008.0,8.0,0.09999999999999999
The Legend of Heroes: A Tear of Vermillion,PSP,Role-Playing,Bandai,Microvision,6.9,0.09,0.08,0.0,0.0,0.01,2005-11-15,2005.0,11.0,0.09
Jenga World Tour,DS,Misc,Atari,Atomic Planet Entertainment,7.1,0.09,0.08,0.0,0.0,0.01,2007-11-13,2007.0,11.0,0.09
Atari Classics Evolved,PSP,Misc,Atari,Stainless Games,7.1,0.09,0.08,0.0,0.0,0.01,2007-12-19,2007.0,12.0,0.09
Monopoly Collection,Wii,Misc,Electronic Arts,Electronic Arts,7.1,0.09,0.02,0.0,0.07,0.01,2011-11-01,2011.0,11.0,0.1
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,Misc,Sega,Sega-AM2,7.1,0.09,0.0,0.09,0.0,0.0,1995-11-17,1995.0,11.0,0.09
Sega Casino,DS,Misc,Sega,TOSE,7.1,0.09,0.08,0.0,0.0,0.01,2005-11-15,2005.0,11.0,0.09
Scrabble,PSP,Misc,Electronic Arts,Stainless Games,7.1,0.09,0.08,0.0,0.0,0.01,2009-03-17,2009.0,3.0,0.09
Truth or Lies,PS3,Misc,THQ,Big Ant Studios,7.1,0.09,0.06,0.0,0.02,0.01,2010-09-14,2010.0,9.0,0.09
Alvin and the Chipmunks: Chipwrecked,Wii,Misc,Majesco,Behaviour Interactive,7.1,0.09,0.07,0.0,0.01,0.01,2011-11-15,2011.0,11.0,0.09
Yaiba: Ninja Gaiden Z,PS3,Misc,Tecmo Koei,Unknown,7.1,0.09,0.05,0.0,0.03,0.02,2014-03-04,2014.0,3.0,0.1
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,Misc,Hudson Soft,IE Institute,7.1,0.09,0.0,0.09,0.0,0.0,2010-12-23,2010.0,12.0,0.09
Playboy: The Mansion,XB,Simulation,ARUSH Entertainment,Cyberlore Studios,7.0,0.09,0.07,0.0,0.02,0.0,2005-01-25,2005.0,1.0,0.09000000000000001
Everyday House Tamagotchi,3DS,Simulation,Namco Bandai Games,Bandai Namco Games,7.0,0.09,0.0,0.09,0.0,0.0,2012-11-22,2012.0,11.0,0.09
Harvest Moon: Skytree Village,3DS,Simulation,Natsume,Natsume,5.0,0.09,0.06,0.0,0.02,0.01,2016-11-08,2016.0,11.0,0.09
Animal Planet: Vet Life,Wii,Simulation,Activision,Activision,7.0,0.09,0.08,0.0,0.0,0.01,2009-09-22,2009.0,9.0,0.09
Cake Mania: Main Street,DS,Simulation,Majesco,Sandlot Games,7.0,0.09,0.08,0.0,0.0,0.01,2011-05-17,2011.0,5.0,0.09
Sidewinder Max,PS2,Simulation,Asmik Ace Entertainment,Asmik Ace Entertainment,7.0,0.09,0.0,0.09,0.0,0.0,2000-12-07,2000.0,12.0,0.09
Petz: Saddle Club,PSP,Simulation,Ubisoft,Digital Kids,7.0,0.09,0.08,0.0,0.0,0.01,2009-10-27,2009.0,10.0,0.09
Jambo! Safari Animal Rescue,Wii,Simulation,Sega,Full Fat,7.0,0.09,0.07,0.0,0.01,0.01,2009-11-17,2009.0,11.0,0.09
BIT.TRIP COMPLETE,Wii,Misc,Aksys Games,Gaijin Games Inc.,8.1,0.09,0.06,0.0,0.02,0.01,2011-09-13,2011.0,9.0,0.09
The Weakest Link,PS,Misc,Activision,Traveller's Tales,7.1,0.09,0.05,0.0,0.03,0.01,2001-09-24,2001.0,9.0,0.09
Game Hits!,DS,Misc,Destineer,Foreign Media Games,7.1,0.09,0.07,0.0,0.01,0.01,2010-05-04,2010.0,5.0,0.09
Roary the Racing Car,DS,Misc,Avanquest,Uacari,7.1,0.09,0.0,0.0,0.08,0.01,2009-08-07,2009.0,8.0,0.09
The Bachelor: The Videogame,DS,Misc,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,7.1,0.09,0.08,0.0,0.0,0.01,2010-08-25,2010.0,8.0,0.09
Yoostar on MTV,X360,Misc,Unknown,Yoostar Entertainment Group,7.1,0.09,0.08,0.0,0.0,0.01,2011-11-15,2011.0,11.0,0.09
Aikatsu! My No.1 Stage!,3DS,Misc,Bandai Namco Games,Bandai Namco Games,7.1,0.09,0.0,0.09,0.0,0.0,2015-11-26,2015.0,11.0,0.09
Karaoke Revolution,XB,Misc,Konami,Secret Level,7.1,0.09,0.06,0.0,0.02,0.0,2004-11-10,2004.0,11.0,0.08
My Stop Smoking Coach: Allen Carr's EasyWay,DS,Misc,Ubisoft,Ubisoft Quebec,7.1,0.09,0.07,0.0,0.01,0.01,2008-11-11,2008.0,11.0,0.09
Puss in Boots,PS3,Misc,THQ,THQ,7.1,0.09,0.07,0.0,0.01,0.01,2011-10-25,2011.0,10.0,0.09
Karaoke Joysound Wii DX,Wii,Misc,Hudson Soft,Xing Inc.,7.1,0.09,0.0,0.09,0.0,0.0,2009-11-26,2009.0,11.0,0.09
Unou no Tatsujin: Soukai! Machigai Museum 2,DS,Misc,Namco Bandai,Bandai Namco Games,7.1,0.09,0.0,0.09,0.0,0.0,2007-03-01,2007.0,3.0,0.09
SingStar Guitar,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,7.1,0.09,0.0,0.0,0.08,0.02,2010-10-08,2010.0,10.0,0.1
Family Party: 30 Great Games,Wii,Misc,D3 Publisher,Tamsoft Corporation,7.1,0.09,0.08,0.0,0.01,0.01,2008-12-02,2008.0,12.0,0.09999999999999999
Konami Classics Vol. 1,X360,Misc,Konami,Konami,7.1,0.08,0.08,0.0,0.0,0.01,2009-12-15,2009.0,12.0,0.09
SingStar Apres-Ski Party 2,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,7.1,0.08,0.0,0.0,0.07,0.01,2010-12-03,2010.0,12.0,0.08
Bleach: Heat the Soul 4,PSP,Fighting,Sony Computer Entertainment,Eighting,7.6,0.08,0.0,0.08,0.0,0.0,2007-05-24,2007.0,5.0,0.08
BlazBlue: Cross Tag Battle,PS4,Fighting,Arc System Works,Arc System Works,7.6,0.08,0.04,0.03,0.0,0.01,2018-06-05,2018.0,6.0,0.08
BlazBlue: Chrono Phantasma Extend,XOne,Fighting,Arc System Works,Arc System Works,7.6,0.08,0.06,0.0,0.01,0.01,2015-06-30,2015.0,6.0,0.07999999999999999
Guilty Gear XX Slash,PS2,Fighting,Sammy Corporation,Arc System Works,7.6,0.08,0.0,0.08,0.0,0.0,2006-04-13,2006.0,4.0,0.08
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Fighting,Takara Tomy,Takara Tomy,7.6,0.08,0.0,0.08,0.0,0.0,2007-09-20,2007.0,9.0,0.08
Supremacy MMA,X360,Fighting,505 Games,Kung Fu Factory,5.0,0.08,0.05,0.0,0.02,0.01,2011-09-20,2011.0,9.0,0.08
Kamen Rider: Super Climax Heroes,Wii,Fighting,Namco Bandai Games,Eighting,7.6,0.08,0.0,0.08,0.0,0.0,2012-11-29,2012.0,11.0,0.08
The King of Fighters 2006,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,7.6,0.08,0.01,0.05,0.01,0.0,2006-09-19,2006.0,9.0,0.07
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,Adventure,Nintendo,Pax Softonica,7.1,0.08,0.0,0.08,0.0,0.0,2004-08-10,2004.0,8.0,0.08
Princess Isabella: A Witch's Curse,DS,Adventure,GSP,Gogii Games,7.1,0.08,0.05,0.0,0.03,0.01,2010-09-03,2010.0,9.0,0.09
Super Robot Wars OG: The Moon Dwellers,PS3,Misc,Namco Bandai Games,Unknown,7.1,0.08,0.0,0.08,0.0,0.0,2016-06-30,2016.0,6.0,0.08
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,Misc,Disney Interactive Studios,Cattle Call,7.1,0.08,0.0,0.08,0.0,0.0,2010-11-18,2010.0,11.0,0.08
Grease Dance,PS3,Misc,505 Games,505 Games,7.1,0.08,0.05,0.0,0.02,0.01,2011-10-18,2011.0,10.0,0.08
My Friends,DS,Misc,O-Games,Oxygen Games,7.1,0.08,0.07,0.0,0.0,0.01,2009-07-28,2009.0,7.0,0.08
Storybook Workshop,Wii,Misc,Konami,Konami,7.1,0.08,0.07,0.0,0.0,0.01,2009-12-01,2009.0,12.0,0.08
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,Fighting,Sega,"Treasure Co., Ltd.",7.6,0.08,0.0,0.08,0.0,0.0,1994-09-30,1994.0,9.0,0.08
Sentimental Graffiti 2,DC,Adventure,NEC Interchannel,NEC Interchannel,7.1,0.08,0.0,0.08,0.0,0.0,2000-07-27,2000.0,7.0,0.08
Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,High Voltage Software,7.1,0.08,0.08,0.0,0.0,0.01,2008-01-08,2008.0,1.0,0.09
Martian Panic,Wii,Adventure,Zoo Games,Norbert Palacz,7.1,0.08,0.08,0.0,0.0,0.01,2010-08-24,2010.0,8.0,0.09
Adventure Time: The Secret of the Nameless Kingdom,3DS,Adventure,Little Orbit,WayForward Technologies,7.1,0.08,0.0,0.0,0.08,0.0,2014-10-18,2014.0,10.0,0.08
The Hidden,3DS,Adventure,Majesco,1st Playable Productions,7.1,0.08,0.08,0.0,0.0,0.01,2011-10-04,2011.0,10.0,0.09
The Spiderwick Chronicles,DS,Adventure,Sierra Entertainment,Stormfront Studios,7.1,0.08,0.07,0.0,0.0,0.01,2008-02-05,2008.0,2.0,0.08
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,Adventure,Namco Bandai,Bandai Namco Games,7.1,0.08,0.0,0.08,0.0,0.0,2009-02-05,2009.0,2.0,0.08
The Sexy Brutale,PS4,Adventure,Badland Games,Tequila Works,7.1,0.08,0.05,0.0,0.02,0.01,2017-08-29,2017.0,8.0,0.08
Samurai Shodown III,NG,Fighting,SNK,SNK Corporation,7.6,0.08,0.0,0.08,0.0,0.0,1995-12-01,1995.0,12.0,0.08
The King of Fighters EX2: Howling Blood,GBA,Fighting,Atlus,Marvelous Interactive,7.9,0.08,0.06,0.0,0.02,0.0,2003-12-11,2003.0,12.0,0.08
The King of Fighters '98: Dream Match Never Ends,PS,Fighting,SNK,SNK Corporation,7.6,0.08,0.05,0.0,0.03,0.01,1999-03-25,1999.0,3.0,0.09
Gundam Seed: Battle Assault,GBA,Fighting,Bandai,Bandai,6.5,0.08,0.06,0.0,0.02,0.0,2004-08-10,2004.0,8.0,0.08
Mortal Kombat Kollection,PS2,Fighting,Midway Games,Midway,7.6,0.08,0.04,0.0,0.03,0.01,2008-09-29,2008.0,9.0,0.08
Zatch Bell! Mamodo Battles,PS2,Fighting,Bandai,Eighting,7.6,0.08,0.04,0.0,0.03,0.01,2005-10-19,2005.0,10.0,0.08
Naruto Shippuden: Shinobi Rumble!!,DS,Fighting,Takara Tomy,Takara Tomy,7.6,0.08,0.03,0.05,0.0,0.0,2011-02-08,2011.0,2.0,0.08
Minecraft: Story Mode - Season Two,X360,Adventure,Telltale Games,Telltale Games,7.1,0.08,0.05,0.0,0.02,0.01,2017-10-03,2017.0,10.0,0.08
Armorines: Project S.W.A.R.M.,PS,Shooter,Acclaim Entertainment,Probe Entertainment,3.2,0.08,0.05,0.0,0.03,0.01,2000-05-03,2000.0,5.0,0.09
RTX Red Rock,PS2,Shooter,LucasArts,LucasArts,7.5,0.08,0.04,0.0,0.03,0.01,2003-06-17,2003.0,6.0,0.08
Metal Slug Advance,GBA,Shooter,SNK,Noise Factory,7.5,0.08,0.06,0.0,0.02,0.0,2004-12-02,2004.0,12.0,0.08
Far Cry Vengeance,Wii,Shooter,Ubisoft,Ubisoft Montreal,7.5,0.08,0.06,0.0,0.01,0.01,2006-12-12,2006.0,12.0,0.07999999999999999
Sega Ages: After Burner II,SAT,Shooter,Sega,Sega,7.5,0.08,0.0,0.08,0.0,0.0,1996-09-27,1996.0,9.0,0.08
PAC-MAN and the Ghostly Adventures,X360,Platform,Namco Bandai Games,Monkey Bar Games,7.0,0.08,0.04,0.0,0.03,0.01,2013-10-29,2013.0,10.0,0.08
Nano Assault,3DS,Shooter,Majesco,Shin'en Multimedia,6.0,0.08,0.08,0.0,0.0,0.01,2011-12-01,2011.0,12.0,0.09
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,Xseed Games,Sandlot,7.5,0.08,0.05,0.0,0.02,0.01,2015-12-08,2015.0,12.0,0.08
Aliens versus Predator: Extinction,XB,Strategy,Electronic Arts,Zono Incorporated,7.7,0.08,0.06,0.0,0.02,0.0,2003-07-30,2003.0,7.0,0.08
Star Wars: Empire at War,PC,Strategy,LucasArts,Petroglyph Games,7.7,0.08,0.01,0.0,0.07,0.01,2006-02-15,2006.0,2.0,0.09
RollerCoaster Tycoon 3: Platinum,PC,Strategy,Atari,Frontier Developments,7.7,0.08,0.01,0.0,0.06,0.01,2006-11-08,2006.0,11.0,0.07999999999999999
Tears to Tiara: Kakan no Daichi,PS3,Strategy,Aquaplus,Aquaplus,7.7,0.08,0.0,0.08,0.0,0.0,2008-07-17,2008.0,7.0,0.08
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,Studio Wildcard,4.0,0.08,0.07,0.0,0.0,0.01,2018-11-30,2018.0,11.0,0.08
How to Train Your Dragon 2,WiiU,Action-Adventure,Little Orbit,Torus Games,7.65,0.08,0.03,0.0,0.05,0.01,2014-06-10,2014.0,6.0,0.09
Darksiders II: Deathinitive Edition,XOne,Action-Adventure,Nordic Games,Gunfire Games,7.5,0.08,0.05,0.0,0.03,0.01,2015-10-30,2015.0,10.0,0.09
Disney Infinity 2.0: Marvel Super Heroes,PSV,Action-Adventure,Disney Interactive Studios,Avalanche Software,7.65,0.08,0.0,0.0,0.06,0.02,2015-05-09,2015.0,5.0,0.08
Carol Vorderman's Sudoku,PSP,Puzzle,Eidos Interactive,Empire Interactive,7.4,0.08,0.06,0.0,0.0,0.01,2007-03-06,2007.0,3.0,0.06999999999999999
"Warhammer 40,000: Dawn of War II - Retribution",PC,Strategy,THQ,Relic Entertainment,7.9,0.08,0.0,0.0,0.06,0.02,2011-03-01,2011.0,3.0,0.08
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,Strategy,Nintendo,Bandai,7.7,0.08,0.0,0.08,0.0,0.0,2004-08-10,2004.0,8.0,0.08
Goblin Commander: Unleash the Horde,XB,Strategy,Jaleco,Jaleco Entertainment,7.7,0.08,0.06,0.0,0.02,0.0,2003-11-11,2003.0,11.0,0.08
Evolution Worlds,GC,Role-Playing,Ubisoft,Sting,6.5,0.08,0.06,0.0,0.02,0.0,2002-12-02,2002.0,12.0,0.08
A-Train,PS,Strategy,Maxis,ArtDink,6.0,0.08,0.02,0.04,0.01,0.01,1996-01-01,1996.0,1.0,0.07999999999999999
Onimusha Tactics,GBA,Strategy,Capcom,Capcom,7.7,0.08,0.06,0.0,0.02,0.0,2003-11-11,2003.0,11.0,0.08
Nobunaga's Ambition: Rise to Power,PS2,Strategy,KOEI,Koei,7.7,0.08,0.0,0.08,0.0,0.0,2008-02-05,2008.0,2.0,0.08
7 Wonders of the Ancient World,PSP,Puzzle,Mumbo Jumbo,Hot Lava Games,5.4,0.08,0.07,0.0,0.0,0.01,2007-04-23,2007.0,4.0,0.08
Wordfish,DS,Puzzle,Ubisoft,Ubisoft,7.3,0.08,0.07,0.0,0.0,0.01,2008-12-02,2008.0,12.0,0.08
Soul Bubbles,DS,Puzzle,Eidos Interactive,Mekensleep,7.0,0.08,0.05,0.0,0.02,0.01,2008-06-10,2008.0,6.0,0.08
Smart Bomb,PSP,Puzzle,Eidos Interactive,Core Design Ltd.,7.3,0.08,0.07,0.0,0.0,0.01,2005-05-10,2005.0,5.0,0.08
Bomberman Jetters,GC,Puzzle,Majesco,Hudson Soft,7.2,0.08,0.06,0.0,0.02,0.0,2004-03-10,2004.0,3.0,0.08
Me & My Katamari (JP sales),PSP,Puzzle,Namco,Namco,7.3,0.08,0.0,0.08,0.0,0.0,2006-03-21,2006.0,3.0,0.08
Puzzler Mind Gym 3D,3DS,Puzzle,Ubisoft,Ubisoft,7.3,0.08,0.07,0.0,0.0,0.01,2011-09-13,2011.0,9.0,0.08
SafeCracker: The Ultimate Puzzle Adventure,Wii,Puzzle,The Adventure Company,Kheops Studio,7.3,0.08,0.07,0.0,0.01,0.01,2008-12-02,2008.0,12.0,0.09
Duke Nukem: Land of the Babes,PS,Shooter,Atari,n-Space,7.5,0.08,0.04,0.0,0.03,0.0,2000-09-19,2000.0,9.0,0.07
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,8.4,0.08,0.06,0.0,0.02,0.0,2005-03-21,2005.0,3.0,0.08
America's Army: True Soldiers,X360,Shooter,Ubisoft,Red Storm Entertainment,4.5,0.08,0.08,0.0,0.0,0.01,2007-11-15,2007.0,11.0,0.09
Dragon Slayer: Eiyuu Densetsu,GEN,Role-Playing,Sega,Sega Falcom,7.5,0.08,0.0,0.08,0.0,0.0,1994-09-16,1994.0,9.0,0.08
Slayers Royal,PS,Role-Playing,Kadokawa Shoten,ESP Software,7.5,0.08,0.0,0.08,0.0,0.01,1998-06-25,1998.0,6.0,0.09
Shining Resonance Refrain,PS4,Role-Playing,Sega,Media.Vision,7.5,0.08,0.03,0.04,0.01,0.01,2018-07-10,2018.0,7.0,0.09
Final Fantasy VI,PS,Role-Playing,SquareSoft,TOSE Software,7.5,0.08,0.0,0.08,0.0,0.01,1999-09-30,1999.0,9.0,0.09
The Legend of Alon D'ar,PS2,Role-Playing,Ubisoft,Stormfront Studios,7.5,0.08,0.04,0.0,0.03,0.01,2001-12-04,2001.0,12.0,0.08
Earth Defense Force 2017,X360,Shooter,D3 Publisher,Sandlot,7.4,0.08,0.04,0.03,0.01,0.0,2007-03-20,2007.0,3.0,0.08
Real Robots Final Attack,PS,Shooter,Banpresto,Banpresto,7.5,0.08,0.0,0.07,0.0,0.01,1998-01-08,1998.0,1.0,0.08
ShellShock 2: Blood Trails,PS3,Shooter,Eidos Interactive,Rebellion Developments,7.5,0.08,0.04,0.0,0.03,0.01,2009-02-24,2009.0,2.0,0.08
Robotron X,PS,Shooter,Midway Games,Player 1,7.5,0.08,0.05,0.0,0.03,0.01,1996-11-30,1996.0,11.0,0.09
Bulletstorm: Full Clip Edition,XOne,Shooter,Gearbox Software,People Can Fly,7.5,0.08,0.06,0.0,0.01,0.01,2017-04-07,2017.0,4.0,0.07999999999999999
State of Emergency 2,PS2,Shooter,SouthPeak Interactive,DC Studios,7.5,0.08,0.04,0.0,0.03,0.01,2006-02-14,2006.0,2.0,0.08
GoldenEye 007,DS,Shooter,Activision,n-Space,5.5,0.08,0.08,0.0,0.0,0.0,2010-11-02,2010.0,11.0,0.08
Knife Edge: NoseGunner,N64,Shooter,Kemco,Kemco,7.5,0.08,0.06,0.0,0.02,0.0,1998-11-10,1998.0,11.0,0.08
Ultimate Shooting Collection,Wii,Shooter,UFO Interactive,MileStone Inc.,7.5,0.08,0.07,0.0,0.0,0.0,2009-02-02,2009.0,2.0,0.07
Infernal: Hell's Vengeance,X360,Shooter,Playlogic Game Factory,Metropolis Software,4.4,0.08,0.06,0.0,0.01,0.01,2009-06-30,2009.0,6.0,0.07999999999999999
Vietcong: Purple Haze,XB,Shooter,Gathering of Developers,Coyote Developments,7.5,0.08,0.06,0.0,0.02,0.0,2004-09-15,2004.0,9.0,0.08
Gradius III and IV,PS2,Shooter,Konami,Konami Computer Entertainment Tokyo,7.5,0.08,0.04,0.0,0.03,0.01,2000-11-13,2000.0,11.0,0.08
Famicom Mini: Star Soldier,GBA,Shooter,Nintendo,Hudson Soft,7.5,0.08,0.0,0.08,0.0,0.0,2004-02-14,2004.0,2.0,0.08
From Russia With Love,PSP,Shooter,Electronic Arts,Rebellion Developments,7.5,0.08,0.07,0.0,0.0,0.01,2006-04-03,2006.0,4.0,0.08
Tempest 3X,PS,Shooter,Interplay,High Voltage Software,7.5,0.08,0.04,0.0,0.03,0.01,1996-01-01,1996.0,1.0,0.08
Hidden Invasion,PS2,Shooter,Conspiracy Entertainment,Toka,7.5,0.08,0.04,0.0,0.03,0.01,2002-07-29,2002.0,7.0,0.08
Gradius Galaxies,GBA,Shooter,Konami,Mobile 21,7.8,0.08,0.06,0.0,0.02,0.0,2001-11-12,2001.0,11.0,0.08
Conflict: Desert Storm,GC,Shooter,Gotham Games,Pivotal Games,6.3,0.08,0.06,0.0,0.02,0.0,2003-04-22,2003.0,4.0,0.08
Far Cry Instincts Evolution,XB,Shooter,Ubisoft,Ubisoft Montreal,7.5,0.08,0.06,0.0,0.02,0.0,2006-03-28,2006.0,3.0,0.08
Medal of Honor: Underground,GBA,Shooter,"Destination Software, Inc",Rebellion Developments,7.5,0.08,0.05,0.0,0.02,0.0,2002-12-02,2002.0,12.0,0.07
P.N.03 - Product Number Three,GC,Shooter,Capcom,Capcom Production Studio 4,6.3,0.08,0.06,0.0,0.02,0.0,2003-09-09,2003.0,9.0,0.08
Homefront: The Revolution,PC,Shooter,Deep Silver,Dambuster Studios,7.5,0.08,0.04,0.0,0.03,0.01,2016-05-17,2016.0,5.0,0.08
Endgame,PS2,Shooter,Empire Interactive,Cunning Developments,7.5,0.08,0.04,0.0,0.03,0.01,2002-06-04,2002.0,6.0,0.08
